,time,strain1,strain2,strain3,strain4,raw_strain_strain2,stress_strain2
1225,247649,209,102,100,155,-4.432243006856901e-05,-0.003053815431724405
1226,247846,209,102,100,153,-4.432243006856901e-05,-0.003053815431724405
1227,248049,208,102,100,154,-4.432243006856901e-05,-0.003053815431724405
1228,248251,207,99,0,154,-6.648279446982754e-05,-0.004580664538971118
1229,248452,208,99,0,155,-6.648279446982754e-05,-0.004580664538971118
1230,248652,208,99,0,156,-6.648279446982754e-05,-0.004580664538971118
1231,248852,209,102,100,154,-4.432243006856901e-05,-0.003053815431724405
1232,249056,209,102,100,154,-4.432243006856901e-05,-0.003053815431724405
1233,249257,209,102,100,155,-4.432243006856901e-05,-0.003053815431724405
1234,249460,209,102,100,153,-4.432243006856901e-05,-0.003053815431724405
1235,249660,210,102,100,152,-4.432243006856901e-05,-0.003053815431724405
1236,249860,210,102,100,153,-4.432243006856901e-05,-0.003053815431724405
1237,250063,209,99,0,155,-6.648279446982754e-05,-0.004580664538971118
1238,250264,209,100,0,154,-5.909606934410833e-05,-0.004071719177809064
1239,250465,209,102,100,155,-4.432243006856901e-05,-0.003053815431724405
1240,250665,209,99,0,153,-6.648279446982754e-05,-0.004580664538971118
1241,250865,209,102,100,151,-4.432243006856901e-05,-0.003053815431724405
1242,251071,209,102,100,154,-4.432243006856901e-05,-0.003053815431724405
1243,251271,209,102,98,150,-4.432243006856901e-05,-0.003053815431724405
1244,251474,209,99,0,154,-6.648279446982754e-05,-0.004580664538971118
1245,251677,208,102,100,153,-4.432243006856901e-05,-0.003053815431724405
1246,251878,207,100,0,154,-5.909606934410833e-05,-0.004071719177809064
1247,252077,208,102,100,154,-4.432243006856901e-05,-0.003053815431724405
1248,252280,208,102,100,154,-4.432243006856901e-05,-0.003053815431724405
1249,252482,208,102,100,155,-4.432243006856901e-05,-0.003053815431724405
1250,252684,208,102,100,152,-4.432243006856901e-05,-0.003053815431724405
1251,252884,208,102,100,154,-4.432243006856901e-05,-0.003053815431724405
1252,253086,207,99,0,153,-6.648279446982754e-05,-0.004580664538971118
1253,253290,207,102,100,152,-4.432243006856901e-05,-0.003053815431724405
1254,253495,206,100,0,155,-5.909606934410833e-05,-0.004071719177809064
1255,253696,207,102,100,154,-4.432243006856901e-05,-0.003053815431724405
1256,253899,207,102,100,154,-4.432243006856901e-05,-0.003053815431724405
1257,254100,207,102,100,153,-4.432243006856901e-05,-0.003053815431724405
1258,254300,206,99,0,155,-6.648279446982754e-05,-0.004580664538971118
1259,254504,207,102,100,149,-4.432243006856901e-05,-0.003053815431724405
1260,254706,207,102,100,153,-4.432243006856901e-05,-0.003053815431724405
1261,254909,207,99,0,153,-6.648279446982754e-05,-0.004580664538971118
1262,255110,207,99,0,154,-6.648279446982754e-05,-0.004580664538971118
1263,255311,208,102,100,150,-4.432243006856901e-05,-0.003053815431724405
1264,255511,208,102,100,154,-4.432243006856901e-05,-0.003053815431724405
1265,255712,208,102,100,153,-4.432243006856901e-05,-0.003053815431724405
1266,255913,208,99,0,154,-6.648279446982754e-05,-0.004580664538971118
1267,256117,208,102,100,150,-4.432243006856901e-05,-0.003053815431724405
1268,256317,208,102,100,153,-4.432243006856901e-05,-0.003053815431724405
1269,256517,207,99,0,155,-6.648279446982754e-05,-0.004580664538971118
1270,256720,207,99,0,155,-6.648279446982754e-05,-0.004580664538971118
1271,256921,207,102,100,152,-4.432243006856901e-05,-0.003053815431724405
1272,257122,207,102,100,152,-4.432243006856901e-05,-0.003053815431724405
1273,257319,206,102,100,154,-4.432243006856901e-05,-0.003053815431724405
1274,257522,206,102,100,153,-4.432243006856901e-05,-0.003053815431724405
1275,257724,206,102,99,151,-4.432243006856901e-05,-0.003053815431724405
1276,257926,206,102,100,152,-4.432243006856901e-05,-0.003053815431724405
1277,258128,205,99,0,154,-6.648279446982754e-05,-0.004580664538971118
1278,258329,204,100,0,155,-5.909606934410833e-05,-0.004071719177809064
1279,258527,205,102,100,154,-4.432243006856901e-05,-0.003053815431724405
1280,258729,205,102,100,153,-4.432243006856901e-05,-0.003053815431724405
1281,258932,205,102,100,153,-4.432243006856901e-05,-0.003053815431724405
1282,259135,205,102,100,151,-4.432243006856901e-05,-0.003053815431724405
1283,259340,205,102,100,150,-4.432243006856901e-05,-0.003053815431724405
1284,259542,205,102,100,152,-4.432243006856901e-05,-0.003053815431724405
1285,259744,205,99,0,153,-6.648279446982754e-05,-0.004580664538971118
1286,259948,205,99,0,154,-6.648279446982754e-05,-0.004580664538971118
1287,260150,206,102,100,152,-4.432243006856901e-05,-0.003053815431724405
1288,260349,204,99,0,152,-6.648279446982754e-05,-0.004580664538971118
1289,260551,205,102,100,151,-4.432243006856901e-05,-0.003053815431724405
1290,260753,204,102,100,150,-4.432243006856901e-05,-0.003053815431724405
1291,260954,204,102,100,149,-4.432243006856901e-05,-0.003053815431724405
1292,261156,204,102,100,152,-4.432243006856901e-05,-0.003053815431724405
1293,261358,204,102,100,151,-4.432243006856901e-05,-0.003053815431724405
1294,261560,203,99,0,151,-6.648279446982754e-05,-0.004580664538971118
1295,261763,204,102,100,153,-4.432243006856901e-05,-0.003053815431724405
1296,261965,204,102,100,151,-4.432243006856901e-05,-0.003053815431724405
1297,262166,204,102,100,152,-4.432243006856901e-05,-0.003053815431724405
1298,262367,203,102,100,151,-4.432243006856901e-05,-0.003053815431724405
1299,262569,203,102,100,153,-4.432243006856901e-05,-0.003053815431724405
1300,262773,202,100,0,151,-5.909606934410833e-05,-0.004071719177809064
1301,262973,203,102,100,151,-4.432243006856901e-05,-0.003053815431724405
1302,263174,202,100,0,154,-5.909606934410833e-05,-0.004071719177809064
1303,263377,203,102,100,151,-4.432243006856901e-05,-0.003053815431724405
1304,263577,203,102,100,151,-4.432243006856901e-05,-0.003053815431724405
1305,263779,203,102,100,151,-4.432243006856901e-05,-0.003053815431724405
1306,263982,202,102,100,150,-4.432243006856901e-05,-0.003053815431724405
1307,264183,202,102,100,151,-4.432243006856901e-05,-0.003053815431724405
1308,264385,201,99,0,151,-6.648279446982754e-05,-0.004580664538971118
1309,264585,201,99,0,151,-6.648279446982754e-05,-0.004580664538971118
1310,264785,200,100,0,152,-5.909606934410833e-05,-0.004071719177809064
1311,264987,201,102,100,152,-4.432243006856901e-05,-0.003053815431724405
1312,265189,201,102,100,151,-4.432243006856901e-05,-0.003053815431724405
1313,265391,201,99,0,150,-6.648279446982754e-05,-0.004580664538971118
1314,265590,202,102,100,150,-4.432243006856901e-05,-0.003053815431724405
1315,265792,201,102,100,151,-4.432243006856901e-05,-0.003053815431724405
1316,265992,200,100,0,150,-5.909606934410833e-05,-0.004071719177809064
1317,266194,201,99,0,150,-6.648279446982754e-05,-0.004580664538971118
1318,266395,201,100,1,151,-5.909606934410833e-05,-0.004071719177809064
1319,266596,201,102,100,150,-4.432243006856901e-05,-0.003053815431724405
1320,266799,201,102,100,149,-4.432243006856901e-05,-0.003053815431724405
1321,267001,201,102,100,147,-4.432243006856901e-05,-0.003053815431724405
1322,267204,200,100,0,151,-5.909606934410833e-05,-0.004071719177809064
1323,267408,201,102,100,149,-4.432243006856901e-05,-0.003053815431724405
1324,267610,202,102,100,149,-4.432243006856901e-05,-0.003053815431724405
1325,267809,200,100,0,149,-5.909606934410833e-05,-0.004071719177809064
1326,268011,201,102,100,146,-4.432243006856901e-05,-0.003053815431724405
1327,268212,201,102,100,148,-4.432243006856901e-05,-0.003053815431724405
1328,268411,201,99,0,147,-6.648279446982754e-05,-0.004580664538971118
1329,268614,202,103,100,147,-3.693551591807569e-05,-0.0025448570467554153
1330,268816,202,102,100,146,-4.432243006856901e-05,-0.003053815431724405
1331,269017,201,102,100,147,-4.432243006856901e-05,-0.003053815431724405
1332,269217,202,102,100,147,-4.432243006856901e-05,-0.003053815431724405
1333,269419,201,100,0,148,-5.909606934410833e-05,-0.004071719177809064
1334,269621,202,101,67,145,-5.170928121046769e-05,-0.003562769475401224
1335,269820,202,103,100,147,-3.693551591807569e-05,-0.0025448570467554153
