time,ax,ay,az,aT
88.371,0.4418,0.6654,0.785,1.12
88.375,0.3481,0.0931,0.4235,0.556
88.385,-0.5447,-0.6232,0.0751,0.831
88.395,-0.4544,-0.5875,-0.976,1.226
88.411,0.1523,0.4375,0.9968,1.099
88.418,0.1984,0.5518,-0.7617,0.961
88.428,-0.3175,-0.2442,-0.4337,0.59
88.48,0.0344,-0.232,-0.3882,0.454
88.482,-0.1308,-0.5555,1.4601,1.568
88.484,0.317,-0.0876,2.0048,2.032
88.486,0.107,0.7239,0.0044,0.732
88.487,0.2253,0.3808,0.275,0.521
88.488,0.2252,0.3788,0.275,0.519
88.494,0.9458,0.0095,0.4055,1.029
88.504,0.2734,0.8511,0.8651,1.244
88.524,0.6232,0.9977,0.2618,1.205
88.526,0.1022,-0.4378,0.0069,0.45
88.575,0.1905,-0.1634,-0.1955,0.318
88.58,0.2706,-0.1259,0.3397,0.452
88.585,0.3727,0.5866,-0.3343,0.771
88.587,0.428,0.7259,0.2523,0.88
88.589,0.323,0.0831,0.2619,0.424
88.59,-0.3094,-0.6964,0.5684,0.951
88.597,-0.5129,-0.4271,-0.479,0.822
88.604,0.0121,0.0551,-1.1865,1.188
88.626,0.7739,0.3975,0.3697,0.945
88.63,-0.7474,-0.4788,-0.2995,0.937
88.693,-1.0733,-1.1357,-1.3098,2.039
88.696,-0.4447,-0.3301,-1.256,1.373
88.698,-0.145,-0.4153,1.1609,1.241
88.699,0.4381,0.301,0.1935,0.566
88.701,0.5159,0.395,0.7454,0.989
88.702,-0.8539,-0.735,-0.5379,1.249
88.703,-0.1541,-0.4108,-0.1824,0.475
88.705,0.8365,0.4402,1.2983,1.606
88.723,0.3328,0.6376,1.2157,1.413
88.724,0.3316,-0.2715,0.3263,0.539
88.774,-0.2643,0.0495,-0.6398,0.694
88.775,-0.1806,-0.1165,-0.0257,0.216
88.775,0.1495,0.1341,0.677,0.706
88.776,0.032,0.3308,-0.3884,0.511
88.776,-0.3472,-0.5609,0.5633,0.867
88.785,-0.2129,-0.7446,-0.0736,0.778
88.794,-0.4026,-0.3634,-0.3071,0.623
88.812,-0.0633,0.3468,-0.7775,0.854
88.816,0.0727,0.3069,-0.2544,0.405
88.867,0.2042,-0.6408,0.1083,0.681
88.869,-0.4585,-0.6709,-0.2209,0.842
88.87,-0.6311,-0.5703,0.0568,0.853
88.87,-0.242,0.0642,-0.7753,0.815
88.871,-0.2793,0.0778,1.9242,1.946
88.874,0.6613,0.0826,-1.1811,1.356
88.887,-0.2198,-0.4928,-0.4186,0.683
88.894,-0.6991,-0.9709,-0.9764,1.544
88.914,-0.8534,-0.3186,-0.8017,1.213
88.919,0.0817,0.6524,-1.2865,1.445
88.978,0.3199,-0.0031,1.8416,1.869
88.981,-0.5885,-0.0381,-1.8024,1.896
88.983,-1.1082,-0.3193,-0.6615,1.33
88.984,-0.5331,-0.079,-0.5178,0.747
88.986,-0.1762,0.5901,-0.0233,0.616
88.987,-0.4536,-0.2919,-0.107,0.55
88.988,-0.4893,-0.8042,-0.1452,0.952
88.994,-0.4472,-0.7732,-0.0181,0.893
89.008,0.2348,0.6099,0.0215,0.654
89.059,0.5571,0.5045,0.5843,0.952
89.06,0.0242,-0.2432,0.4562,0.518
89.06,-0.2616,-0.6686,0.6585,0.974
89.061,-0.209,-0.2491,-1.0305,1.081
89.061,-0.1871,0.7012,-0.3709,0.815
89.064,-0.1607,0.8512,-0.2009,0.889
89.074,0.9172,0.3855,0.1068,1.001
89.095,-0.065,-0.4626,0.7688,0.9
89.1,0.3334,0.1125,-1.7535,1.788
89.149,-0.0494,0.7286,-0.2115,0.76
89.164,0.0197,0.8502,0.478,0.976
89.167,0.3873,-0.2467,0.332,0.567
89.168,0.3302,-0.0773,0.7688,0.84
89.173,0.3138,0.6208,-1.3214,1.493
89.175,-0.2254,0.3467,-0.1961,0.458
89.178,0.258,0.5477,-1.0269,1.192
89.179,0.4913,-0.0126,-0.4415,0.661
89.184,-0.6918,-0.6191,-0.432,1.024
89.194,0.2178,0.087,-1.3729,1.393
89.204,0.2991,0.7204,-0.7001,1.048
89.214,0.672,0.7746,-0.2333,1.052
89.263,0.2039,0.0352,-0.0741,0.22
89.264,-0.131,-0.2321,-0.3039,0.404
89.264,0.4253,0.0279,-0.7301,0.845
89.265,0.565,0.8413,0.7387,1.254
89.265,0.3177,0.6655,-0.1065,0.745
89.274,0.2479,0.2334,0.1198,0.361
89.298,0.9579,-0.2744,-0.4716,1.102
89.301,0.4394,-0.2098,1.1504,1.249
89.304,0.0144,0.6605,-2.0052,2.111
89.349,-0.2188,0.6898,-0.6788,0.992
89.352,-0.2249,0.6071,-0.5171,0.829
89.352,-0.2463,-0.6416,-0.8737,1.112
89.354,0.5379,-0.1192,0.831,0.997
89.359,0.106,0.4927,-1.3214,1.414
89.365,-0.2249,0.1068,0.928,0.961
89.376,-0.0355,0.3694,-0.4618,0.592
89.394,0.1398,-0.7395,0.2039,0.78
89.398,0.0351,-0.1473,-0.0978,0.18
89.472,0.393,0.7453,-0.6616,1.071
89.475,0.4169,0.7621,-0.0475,0.87
89.476,-0.2346,-1.0201,0.2195,1.07
89.477,-0.4494,-0.8953,-0.6567,1.198
89.478,-0.1943,-0.1294,-1.0638,1.089
89.48,0.48,0.5333,-0.1612,0.735
89.48,0.1798,0.7736,0.5463,0.964
89.482,-0.195,-0.3548,-0.4317,0.592
89.487,-0.6227,-0.6582,-0.8711,1.257
89.494,0.4978,-0.3494,-0.1648,0.63
89.509,1.0218,0.5229,1.9062,2.225
89.514,-0.375,0.777,-0.251,0.899
89.559,-0.2299,-0.5812,-0.1169,0.636
89.56,-0.8392,-0.9713,-0.3264,1.324
89.56,-0.489,-0.4567,-0.6341,0.922
89.561,0.6884,-0.6145,1.4691,1.735
89.563,0.3097,0.1495,-1.0185,1.075
89.574,0.1966,-0.372,0.71,0.825
89.601,-0.3067,-0.8376,-0.9253,1.285
89.604,-0.4856,-0.568,0.2417,0.785
89.606,0.1006,0.228,-0.0996,0.268
89.615,-0.3111,-0.2192,-0.0015,0.381
89.652,-0.3098,-0.4984,0.0919,0.594
89.655,-0.3734,-0.9265,0.4462,1.094
89.656,-0.5095,-0.4603,-0.7654,1.028
89.657,0.3401,0.8892,-0.3118,1.002
89.663,0.5281,0.3252,1.2971,1.438
89.674,-0.0463,-0.0171,0.3466,0.35
89.698,-0.3382,-0.2148,-1.8656,1.908
89.702,-0.8661,-0.8896,-1.3964,1.869
89.704,-0.1329,0.4043,-0.234,0.486
89.761,0.775,0.1866,0.6794,1.047
89.764,-0.3762,-0.055,-1.3509,1.403
89.764,-0.6885,-0.8494,-1.6059,1.943
89.766,-0.8549,-0.7221,-1.0217,1.515
89.767,-0.4253,0.3228,-0.1022,0.544
89.769,0.2842,-0.3364,1.5906,1.65
89.775,-0.5301,-0.5036,-1.1807,1.389
89.792,-1.0095,-0.9166,-0.478,1.445
89.794,-0.4326,-0.0916,-0.7076,0.834
89.849,0.1861,0.7105,0.1593,0.752
89.85,0.4849,0.8189,0.2623,0.987
89.852,0.004,0.0734,0.3533,0.361
89.859,-0.3872,-0.6151,0.2815,0.779
89.862,0.2125,0.3026,-0.3361,0.5
89.864,0.5108,0.9313,-0.0787,1.065
89.866,0.4407,0.6616,0.7545,1.096
89.876,0.0082,-0.0473,0.2493,0.254
89.895,0.4056,-0.6062,0.752,1.048
89.899,-0.1362,-0.1916,-1.714,1.73
89.962,-0.1157,0.4906,-0.8892,1.022
89.964,0.1124,0.8029,-0.0237,0.811
89.966,0.4118,0.1797,0.6203,0.766
89.967,-0.6297,-0.4351,0.8465,1.141
89.968,-0.3626,0.1514,-1.4723,1.524
89.97,0.126,0.8498,-0.0141,0.859
89.971,0.5231,0.2165,-0.1015,0.575
89.976,1.0193,0.3373,0.3067,1.117
89.995,-0.1185,-0.2542,-0.0537,0.286
89.998,0.1845,0.4636,-0.2022,0.538
90.048,-0.31,0.4554,-0.0657,0.555
90.048,0.3977,0.6894,0.0995,0.802
90.049,0.611,-0.0622,0.7831,0.995
90.049,-0.2368,-0.5439,-1.1323,1.278
90.05,-0.1267,-0.2252,-1.124,1.153
90.057,-0.1147,0.1244,-0.1112,0.202
90.064,0.1623,0.755,-0.0334,0.773
90.081,-0.4949,-0.2025,0.0384,0.536
90.132,0.1823,-0.1641,-1.1658,1.191
90.136,0.7413,-0.0669,1.4905,1.666
90.136,-0.5047,0.0353,-0.6188,0.799
90.148,0.1654,0.6608,-0.3746,0.777
90.151,0.3501,-0.0038,-0.4177,0.545
90.152,0.0791,-0.7313,1.2104,1.416
90.156,-0.0814,0.4793,0.376,0.615
90.158,0.0096,0.7237,0.443,0.849
90.163,0.0629,0.4764,0.0803,0.487
90.175,-0.1092,-0.3533,0.0217,0.37
90.235,0.6342,-0.5778,0.3773,0.937
90.235,0.0388,-0.1222,0.3162,0.341
90.236,0.5955,0.9095,0.5591,1.222
90.237,0.335,0.8922,0.5268,1.089
90.237,0.2572,0.069,-0.0071,0.266
90.238,0.4967,-0.2858,0.6837,0.892
90.244,0.0566,-0.0203,-0.9241,0.926
90.255,0.3605,0.4736,-0.7254,0.938
90.264,0.6694,0.3309,0.686,1.014
90.281,-0.2389,-0.4965,-0.2262,0.596
90.286,-0.6293,-0.6696,-0.8284,1.237
90.335,0.3035,0.1038,-0.5662,0.651
90.338,-0.0444,-0.6432,0.3699,0.743
90.339,-0.3906,-0.1898,-0.9218,1.019
90.34,-0.8001,-0.9513,-0.6992,1.426
90.341,-0.6292,-0.7041,0.0202,0.944
90.344,-0.3966,-0.299,0.5876,0.769
90.355,-0.3914,-0.2891,0.5875,0.763
90.364,0.0261,-0.0281,-0.0063,0.039
90.386,-0.1635,-0.3734,-0.3092,0.512
90.388,0.1266,-0.1554,-0.6922,0.721
90.394,-0.0311,-0.0033,-0.454,0.455
90.444,0.5113,0.7379,2.164,2.343
90.445,0.2414,0.6934,-1.1496,1.364
90.445,-0.4604,-0.552,-0.484,0.867
90.446,-0.5793,-0.7922,-0.4062,1.062
90.447,0.2658,0.0494,-0.5451,0.608
90.455,0.3933,0.8879,0.0211,0.971
90.464,-0.2238,0.0649,0.0726,0.244
90.482,0.2635,0.1135,-0.4744,0.554
90.487,-0.3807,-0.5438,-0.344,0.748
90.535,-0.1579,0.0338,-0.3344,0.371
90.538,0.4174,0.22,-0.4445,0.648
90.539,0.1741,-0.0795,0.1828,0.265
90.54,0.0334,-0.2304,-0.1764,0.292
90.541,-0.8781,-1.0536,-0.2709,1.398
90.544,-0.2545,0.1155,-0.7522,0.802
90.556,0.5418,0.0502,1.1081,1.234
90.563,0.4546,0.101,0.2426,0.525
90.574,0.0886,-0.0487,-0.6122,0.62
90.584,-0.9107,-0.9811,-0.4709,1.419
90.599,-0.1027,0.3462,-0.3201,0.483
90.662,0.6828,0.7863,0.1552,1.053
90.663,0.4477,0.5524,1.0721,1.286
90.663,0.2986,0.0605,0.0666,0.312
90.664,-0.5037,-0.4786,-0.2435,0.736
90.665,0.4552,0.9499,0.4604,1.15
90.665,0.3974,0.8801,0.8531,1.288
90.666,0.2206,0.3071,0.1887,0.423
90.675,-0.487,-0.4221,-0.654,0.918
90.687,-0.5073,-0.7944,-0.326,0.997
90.705,-0.4646,-0.3876,-0.8898,1.076
90.708,0.5386,0.5728,-0.2865,0.837
90.715,0.2263,0.6716,0.4713,0.851
90.756,0.3897,-0.2108,-0.7533,0.874
90.759,0.1895,-0.5485,0.3085,0.657
90.76,0.4082,0.595,-0.3739,0.813
90.761,0.0461,0.5707,-0.2733,0.634
90.764,1.1758,0.3483,0.3755,1.283
90.774,-0.056,-0.1107,0.1564,0.2
90.785,0.0208,-0.2071,-1.5949,1.608
90.801,-0.7692,-0.3951,-1.3819,1.63
90.807,-0.6451,-0.1105,-0.5463,0.853
90.815,-0.0002,0.4575,-0.6468,0.792
90.87,0.3964,-0.0164,0.9908,1.067
90.872,0.3403,0.0518,-2.1468,2.174
90.874,-0.6112,-0.346,-0.5846,0.914
90.875,-0.5309,0.2686,-1.1568,1.301
90.878,0.4895,0.1914,0.4964,0.723
90.879,-0.4594,-0.6279,0.0595,0.78
90.883,-0.4533,-0.7067,-0.8048,1.163
90.894,-0.523,-0.2526,0.038,0.582
90.913,0.2351,0.2529,-0.1799,0.389
90.916,0.3411,-0.0309,0.0368,0.345
90.966,-0.1262,-0.3328,-0.2135,0.415
90.968,-0.2599,-0.6457,0.2378,0.736
90.97,0.2283,0.4531,-0.8216,0.966
90.971,0.211,1.0005,0.1468,1.033
90.971,-0.0392,-0.0542,-0.1129,0.131
90.978,1.3328,0.1976,1.2051,1.808
90.984,0.3264,0.0296,0.8064,0.87
90.999,0.5167,0.6114,-1.2538,1.488
91.054,0.0778,0.6914,0.4293,0.818
91.059,-0.0421,0.3561,0.0798,0.367
91.061,-0.4204,-0.5137,-0.3918,0.771
91.064,-0.2377,-1.107,1.0794,1.564
91.067,-0.3075,0.3199,-1.4297,1.497
91.07,-0.0279,0.7809,0.2929,0.834
91.072,-0.3977,-0.1571,-0.982,1.071
91.079,-0.4316,-0.9769,0.2487,1.097
91.083,-0.419,-0.9068,-0.2218,1.023
91.095,-0.1949,-0.2777,-1.3351,1.378
91.155,0.4786,0.831,-0.0543,0.96
91.171,0.2691,0.349,0.0307,0.442
91.172,0.2771,0.1581,0.0978,0.334
91.174,-0.1248,-0.342,-0.3152,0.482
91.176,0.4833,0.5262,0.3719,0.805
91.178,0.0307,0.7814,-0.0159,0.782
91.179,0.3357,0.4379,0.0068,0.552
91.18,0.3091,-0.5595,0.2786,0.697
91.194,0.3149,-0.263,-0.3008,0.509
91.194,0.6301,0.3816,1.5164,1.686
91.247,-0.0126,0.7441,-0.9173,1.181
91.248,-0.3409,0.1646,-0.3942,0.546
91.248,-0.457,-0.0401,-1.1698,1.257
91.248,-0.6229,-0.8076,-0.1487,1.031
91.249,0.117,-0.2064,1.0329,1.06
91.259,0.0485,0.6062,-1.7456,1.848
91.264,-0.2303,-0.0889,0.3769,0.451
91.275,-0.2025,-0.3641,-0.7747,0.88
91.284,-0.1134,-0.3599,-0.1917,0.423
91.302,-0.192,-0.1004,-0.0888,0.234
91.373,0.012,0.4504,0.7839,0.904
91.376,0.3374,0.4663,0.5217,0.777
91.377,0.0075,-0.2908,0.2991,0.417
91.378,-0.1696,-0.3771,-0.0397,0.415
91.379,0.2676,0.3143,-0.5844,0.715
91.38,0.4913,0.7367,0.0441,0.887
91.381,0.1174,0.2268,0.4894,0.552
91.383,-0.2686,-0.4163,-0.9076,1.034
91.384,-0.5982,-0.4493,-1.305,1.504
91.394,-0.2249,0.243,-0.7615,0.83
91.412,1.0683,0.3648,2.1259,2.407
91.415,-0.6223,-0.2828,0.4536,0.82
91.463,-0.7885,-1.1041,-0.9339,1.647
91.466,-0.5838,-0.8828,-1.3145,1.688
91.466,-0.2596,-0.0128,-0.1103,0.282
91.467,0.9796,0.5304,1.4507,1.829
91.468,0.3694,0.5666,-0.169,0.697
91.474,-0.4336,-0.8567,0.4223,1.049
91.483,-0.743,-1.0052,-0.7497,1.458
91.497,-0.0372,0.0732,0.3037,0.315
91.547,0.4705,0.5424,0.5731,0.919
91.55,0.0552,-0.4237,0.02,0.428
91.552,-0.5256,-0.7802,0.1241,0.949
91.556,-0.435,-0.6039,0.1169,0.753
91.559,-0.3853,-0.149,-0.7762,0.879
91.56,0.2942,0.6457,-0.3716,0.801
91.566,0.5078,0.119,0.2689,0.587
91.576,-0.0476,-0.4654,1.2481,1.333
91.584,-0.0415,0.3246,-2.0044,2.031
91.598,-0.6961,-0.0182,-1.6669,1.806
91.665,0.009,0.6878,-0.4207,0.806
91.667,0.3942,-0.0128,1.0386,1.111
91.668,-0.2196,-0.4429,0.1336,0.512
91.669,-0.7357,-0.827,-0.4446,1.193
91.67,-0.554,-0.6455,-0.9378,1.266
91.671,-0.4495,0.268,0.105,0.534
91.674,0.2783,-0.2435,0.7467,0.833
91.676,-0.2905,-0.6458,-0.5462,0.894
91.683,-0.6458,-0.6735,-0.3032,0.981
91.696,0.0365,0.4024,-0.8609,0.951
91.703,0.5018,1.0175,0.104,1.139
91.749,0.5399,0.1749,0.6403,0.856
91.75,-0.5632,-0.2566,-0.3856,0.729
91.75,-0.7165,-0.833,-0.7232,1.315
91.75,-0.2881,-0.018,-0.5424,0.614
91.761,0.3038,0.167,0.3543,0.496
91.765,-0.1365,-0.2307,0.3148,0.413
91.778,-0.3655,-0.4469,0.0802,0.583
91.784,-0.0164,-0.8627,1.0535,1.362
91.801,-0.1617,0.494,-1.4783,1.567
91.869,0.3389,0.9361,-0.1722,1.01
91.871,0.0488,0.3502,-0.42,0.549
91.872,0.2193,-0.3072,0.5233,0.645
91.873,0.2732,-0.4667,1.1614,1.281
91.876,-0.0938,0.487,-0.511,0.712
91.878,0.2188,0.8067,-0.1459,0.848
91.88,0.5367,0.7317,-0.2213,0.934
91.881,0.9826,0.432,0.2264,1.097
91.885,0.5417,0.2265,1.2809,1.409
91.899,0.4816,1.2083,-0.8225,1.539
91.903,-0.1573,0.5842,0.0441,0.607
91.951,0.5107,0.1405,-0.6394,0.83
91.951,0.3111,-0.104,-0.5808,0.667
91.952,0.0667,0.0059,-1.2883,1.29
91.952,0.4894,0.4832,-0.9352,1.161
91.964,0.2088,0.3372,0.0153,0.397
91.967,0.0085,0.1572,0.3242,0.36
91.985,-0.5896,-0.6469,0.3554,0.945
91.989,0.157,-0.32,-0.7675,0.846
92.037,0.7184,0.3547,1.1215,1.378
92.041,-0.3126,0.3027,0.2464,0.5
92.043,-0.2127,0.0768,-0.1462,0.269
92.045,0.0881,0.2032,-0.2958,0.37
92.047,-0.0817,-0.5674,1.6818,1.777
92.049,0.6039,0.395,0.8103,1.085
92.058,0.4389,0.7769,0.3147,0.946
92.064,0.1404,0.2694,0.4261,0.523
92.077,-0.0116,-0.2908,-0.5519,0.624
92.083,0.1398,-0.7431,0.735,1.054
92.097,0.0789,0.2964,0.2813,0.416
92.103,0.4652,0.8292,1.3072,1.616
92.158,-0.0535,0.4496,0.4477,0.637
92.158,0.1498,-0.0955,-0.2561,0.312
92.158,0.1533,-0.3828,0.8799,0.972
92.159,0.1274,0.222,-0.3483,0.432
92.159,0.4891,0.5842,0.2096,0.79
92.163,0.4734,0.4651,0.291,0.725
92.174,-0.3623,-0.7986,0.3365,0.939
92.183,-0.6239,-0.5938,-0.6367,1.071
92.199,-0.0413,-0.0704,-0.6331,0.638
92.203,0.2615,0.4392,-0.1926,0.546
92.255,-0.1209,-0.5176,0.3665,0.646
92.258,-0.6705,-0.8184,-0.3327,1.109
92.26,-0.4711,-0.4015,-1.0462,1.216
92.262,0.2074,-0.2902,1.3408,1.387
92.265,0.3653,0.6207,-0.3125,0.785
92.267,0.318,-0.1727,0.2932,0.466
92.275,-0.269,-0.9361,-0.2575,1.007
92.284,-0.4099,-0.7191,-0.6538,1.055
92.299,0.1395,0.2836,-1.0238,1.071
92.305,0.9436,0.6757,1.6409,2.01
92.36,0.0386,0.2464,-1.2669,1.291
92.362,-0.9621,-0.7623,-0.0782,1.23
92.364,-0.7278,-0.5503,-0.9497,1.317
92.365,-0.4131,0.0601,0.0247,0.418
92.366,-0.308,-0.1187,-0.0088,0.33
92.367,-0.1863,-0.1926,0.2114,0.341
92.375,0.2232,-0.3494,0.0881,0.424
92.383,-0.3824,-0.7279,0.1815,0.842
92.398,-0.0788,-0.1242,-0.8014,0.815
92.403,0.0579,-0.0903,0.2891,0.308
92.447,-0.0304,-1.0397,0.088,1.044
92.448,-0.3782,-0.6782,-0.7728,1.096
92.448,-0.9949,-0.8479,-0.4053,1.369
92.449,0.0382,0.394,-0.3646,0.538
92.454,0.4123,0.6197,1.352,1.543
92.464,0.0422,-0.0898,-0.3466,0.361
92.486,-0.2053,-0.4764,-1.1247,1.239
92.49,-0.7087,-0.3309,-1.2301,1.458
92.533,-0.2923,0.6629,0.0294,0.725
92.536,0.0947,0.9635,-0.4434,1.065
92.538,0.2576,0.0029,1.466,1.488
92.543,-0.4843,-0.5408,-1.291,1.481
92.544,-0.6977,-0.6752,-0.769,1.239
92.546,-0.4311,0.008,-0.2972,0.524
92.557,0.3982,0.3865,0.4451,0.711
92.572,-0.2529,-0.0899,-0.0852,0.282
92.64,-0.5277,-0.4128,-0.9663,1.176
92.64,-0.0419,0.0757,-0.7818,0.787
92.641,0.1346,0.6526,-0.9087,1.127
92.641,0.4014,0.4474,0.0946,0.608
92.641,0.0442,0.3767,0.4178,0.564
92.642,0.5177,-0.0704,0.1664,0.548
92.642,0.3432,0.3023,0.0551,0.461
92.643,0.9147,0.9651,0.9433,1.63
92.654,0.5262,0.8555,1.0438,1.449
92.664,1.1254,0.0478,1.088,1.566
92.685,1.1115,0.0376,1.0879,1.556
92.687,0.6275,0.622,-0.6193,1.079
92.735,-0.1687,0.2113,-0.9534,0.991
92.736,-0.648,0.5629,-0.3561,0.929
92.736,0.1564,0.0223,-1.2,1.21
92.736,0.6143,-0.1565,0.6592,0.915
92.737,0.2295,0.2998,-2.1936,2.226
92.744,-0.1464,0.1726,0.0295,0.228
92.754,0.0641,0.6825,-0.6157,0.921
92.764,0.2881,0.3489,0.0116,0.453
92.782,-0.3792,-0.522,-0.2229,0.683
92.786,-0.2942,-0.3268,-1.1136,1.197
92.845,0.0419,0.3916,-0.7604,0.856
92.845,0.4161,0.6184,-0.0122,0.745
92.846,0.4611,0.2981,0.3626,0.658
92.846,-0.4185,-0.6058,-0.5544,0.922
92.847,0.3952,0.1664,-0.4526,0.623
92.848,0.3635,1.0805,0.1005,1.144
92.854,0.2724,0.5294,-0.322,0.677
92.863,0.0428,0.0232,-0.2692,0.274
92.887,0.0393,0.0171,-0.2692,0.273
92.889,0.784,-0.1526,1.8414,2.007
92.937,-0.6477,0.3711,-0.8736,1.149
92.94,-0.4881,0.7724,-0.0691,0.916
92.943,-0.3361,-0.2467,-0.2797,0.502
92.946,-0.5865,-0.6953,-0.2832,0.953
92.948,0.1433,-1.0041,1.1198,1.511
92.951,-0.0232,0.2955,-1.126,1.164
92.955,0.2937,0.4184,0.2543,0.571
92.963,-0.6014,-0.7489,-0.4999,1.083
92.98,-0.3042,-0.8659,-0.1025,0.923
92.983,-0.3567,-0.5595,-0.3827,0.766
93.039,-0.0271,0.1936,-0.5923,0.624
93.04,0.0376,0.1961,0.6933,0.722
93.04,0.1603,-0.343,0.5161,0.64
93.041,-0.3228,-0.678,-0.7995,1.097
93.041,0.3805,0.4853,-0.6943,0.929
93.043,0.665,0.3352,-0.164,0.763
93.054,-0.1288,0.4352,0.7434,0.871
93.065,0.2034,0.2792,-1.5742,1.612
93.08,-0.5914,-1.101,-0.7996,1.484
93.083,-0.598,-0.661,-0.1365,0.902
93.125,0.9085,0.3432,0.8571,1.295
93.126,-0.1675,0.601,-0.7806,0.999
93.147,-0.1392,0.0891,-0.6717,0.692
93.148,-0.4501,-0.6414,-0.6369,1.01
93.148,-0.5739,-0.4579,-0.2586,0.778
93.149,0.2,-0.047,1.3011,1.317
93.156,-0.4099,-0.2505,-0.9482,1.063
93.205,-0.4484,-0.8058,0.7229,1.172
93.206,-0.127,-0.5358,-0.7915,0.964
93.206,0.0562,-0.6124,0.6594,0.902
93.207,0.2731,0.633,0.3792,0.787
93.207,0.5362,0.1299,0.4234,0.695
93.25,0.3032,-0.1108,0.409,0.521
93.252,-0.4509,-0.6388,0.2318,0.816
93.254,-0.1251,0.2984,-0.107,0.341
93.255,0.146,0.683,-0.2674,0.748
93.258,0.334,0.3441,0.1228,0.495
93.287,-0.0211,-0.3583,1.0374,1.098
93.289,-0.4406,-0.5941,-1.3484,1.538
93.291,-0.5514,-0.2969,-1.3089,1.451
93.335,0.0076,0.4466,-0.6206,0.765
93.337,0.7335,0.562,0.3443,0.986
93.338,0.2003,-0.2302,2.2166,2.237
93.34,-0.4566,-0.4326,-0.9953,1.177
93.342,-0.5808,-0.2475,-1.2766,1.424
93.344,0.247,0.5091,-0.3608,0.671
93.372,1.2145,0.2449,0.9752,1.577
93.375,0.2531,0.3652,0.4389,0.625
93.377,-0.6414,-0.6183,0.1791,0.909
93.409,-0.4563,-0.0125,-0.3512,0.576
93.409,0.1591,0.4615,1.3055,1.394
93.41,0.443,0.4564,0.5298,0.828
93.445,0.0702,-0.2363,0.2066,0.322
93.446,-0.5651,-0.7789,-0.3057,1.01
93.446,-0.4616,-0.3052,-0.3644,0.663
93.447,-0.5214,0.2349,-0.5487,0.793
93.484,0.1704,0.634,0.0905,0.663
93.484,0.3611,-0.1829,-0.3296,0.522
93.484,0.407,-0.1676,0.9285,1.028
93.485,-0.581,-0.1004,-1.6105,1.715
93.527,-0.3,0.289,-1.0886,1.166
93.529,0.4188,1.0307,-0.1632,1.124
93.529,0.0576,-0.2624,0.9932,1.029
93.53,0.181,-0.7095,0.5168,0.896
93.568,-0.4026,-0.1321,-0.4098,0.589
93.569,-0.39,-0.0776,-0.9951,1.072
93.569,0.373,0.2207,-0.1404,0.456
93.57,0.2233,-0.7496,0.6317,1.005
93.615,-0.3307,-0.743,-0.7545,1.109
93.615,0.0639,0.4274,-0.0387,0.434
93.616,-0.0766,0.6369,0.1624,0.662
93.616,-0.016,0.8639,0.0954,0.869
93.617,0.1826,-0.2614,0.7454,0.811
93.623,-0.3222,-0.6421,-0.6109,0.943
93.658,-0.2264,-0.2243,-0.9449,0.997
93.659,0.1627,0.5384,-0.5606,0.794
93.659,0.5089,0.3356,0.6688,0.905
93.663,-0.3921,-0.4294,0.0499,0.584
93.674,-0.5188,-0.5192,-0.9676,1.214
93.683,0.4514,-0.3118,0.1062,0.559
93.733,-0.1757,0.2528,-0.0758,0.317
93.734,-0.0962,0.2607,0.105,0.297
93.735,0.2037,-0.1641,-0.0374,0.264
93.735,-0.2942,-0.7575,1.5056,1.711
93.736,0.6164,-0.1683,0.6102,0.884
93.775,0.1006,0.7741,0.8244,1.135
93.776,0.3797,0.5594,0.0882,0.682
93.776,0.1162,0.1065,-0.1943,0.25
93.777,0.2928,-0.0854,-1.1197,1.16
93.783,0.8432,0.4545,1.4828,1.765
93.794,0.4078,0.9251,-0.581,1.166
93.803,0.1155,0.5016,0.3743,0.636
93.815,-0.0111,0.0909,-0.7282,0.734
93.823,0.0171,-0.5741,-0.0877,0.581
93.854,-0.2236,-0.2912,-0.8754,0.949
93.854,0.448,0.7009,0.0691,0.835
93.855,0.1686,0.1423,0.117,0.25
93.863,-0.1558,-0.3022,0.196,0.392
93.874,-0.4511,-0.6598,-0.235,0.833
93.883,-0.5067,-0.4707,-0.9724,1.193
93.896,0.487,0.2315,0.8771,1.03
93.903,-0.1908,0.024,-0.4864,0.523
93.939,-0.436,-0.4974,-0.2159,0.696
93.94,-0.3196,-0.6666,-0.751,1.054
93.94,-0.3432,-0.4466,0.6412,0.853
93.948,0.5235,0.1492,-0.3752,0.661
93.954,0.1678,0.4018,0.4592,0.633
93.963,-0.6731,-0.4982,-0.4482,0.95
93.973,-0.5651,-0.4576,-0.6565,0.98
93.983,0.2966,0.1671,0.0294,0.342
94.024,0.3253,0.5845,1.2816,1.446
94.025,0.6215,0.8264,-0.1777,1.049
94.025,0.4133,0.1161,-0.0257,0.43
94.026,-0.3741,-0.3529,-0.3249,0.608
94.034,0.5762,0.5204,0.7094,1.052
94.049,-0.0709,0.5811,-0.5117,0.778
94.057,0.0368,0.1142,0.4376,0.454
94.069,0.3197,-0.2899,0.3108,0.532
94.075,-0.5364,-0.7044,-0.3189,0.941
94.084,-0.2377,-0.0737,-0.6445,0.691
94.106,0.32,0.3952,-0.4434,0.675
94.109,0.2239,-0.345,-0.2866,0.501
94.129,0.0998,0.3449,0.3886,0.529
94.131,-0.4745,-0.7114,-0.2602,0.894
