time,ax,ay,az,aT
5.727,0.27,0.3177,-0.3154,0.523
5.734,0.1698,0.9707,-0.319,1.036
5.741,-0.1028,0.6936,-0.3321,0.776
5.753,0.184,-0.2299,-0.2734,0.402
5.761,-0.56,-0.6151,-0.2542,0.87
5.772,0.0317,-0.4382,0.4652,0.64
5.796,-0.3938,0.4866,-0.0351,0.627
5.798,0.1703,0.9707,-0.2314,1.012
5.802,0.4061,-0.2291,-0.053,0.469
5.828,-0.4238,-0.2933,-0.5031,0.72
5.829,0.6076,-0.5131,0.791,1.122
5.836,-0.413,0.1326,0.3505,0.558
5.841,-0.0892,0.6037,-0.1415,0.626
5.852,0.3877,0.0259,-0.2779,0.478
5.861,-0.2833,-0.6359,-0.1977,0.724
5.872,-0.0197,-0.9685,1.1526,1.506
5.896,-0.0686,0.3099,-1.8163,1.844
5.9,0.311,0.2604,0.141,0.429
5.902,0.3418,0.0823,-1.0968,1.152
5.945,-0.2872,-0.8562,-0.0901,0.908
5.948,-0.4079,-0.6807,0.0188,0.794
5.949,0.3304,0.1626,-0.1764,0.408
5.95,0.1372,0.4002,0.6651,0.788
5.952,0.7551,0.2506,0.1564,0.811
5.961,-0.1481,-0.5478,0.2353,0.614
5.972,-0.3743,-0.4807,-0.5213,0.802
5.983,-0.3016,-0.4237,-0.5716,0.773
5.992,0.3814,0.5227,0.8182,1.043
6.025,-0.6223,-0.7354,-1.8657,2.1
6.026,-0.865,-1.1038,-0.7501,1.59
6.026,-0.6287,-0.5272,-0.1767,0.839
6.034,0.4471,0.1817,1.206,1.299
6.041,-0.1766,-0.1433,0.5584,0.603
6.054,-0.3604,-0.2518,-0.3119,0.539
6.061,-0.0226,-0.522,-0.4519,0.691
6.072,-0.1252,-0.3449,-0.0472,0.37
6.082,0.7403,0.2731,1.715,1.888
6.107,-0.0372,0.0457,0.2365,0.244
6.109,0.0793,-0.1788,0.2676,0.331
6.112,-0.0018,-0.6635,-0.6458,0.926
6.154,-0.0784,-0.4304,0.1323,0.457
6.156,0.5981,0.56,0.8338,1.169
6.158,0.3626,0.4886,0.0018,0.608
6.159,-0.0032,0.4585,0.6637,0.807
6.162,0.3043,-0.3289,0.1465,0.471
6.172,-0.3105,-0.0047,-0.0426,0.313
6.192,0.2546,0.7072,-0.1133,0.76
6.196,0.6445,0.3339,0.1297,0.737
6.233,0.0873,-0.0846,0.5295,0.543
6.233,-0.5839,-0.5882,-1.423,1.647
6.234,-0.6682,-0.6192,-1.4039,1.674
6.234,-0.6549,-0.3109,0.1559,0.742
6.241,0.2214,0.3361,0.411,0.575
6.252,0.4507,-0.1558,0.241,0.534
6.26,-0.7043,-0.6165,-0.6999,1.169
6.272,-0.7182,-0.7389,-0.8866,1.359
6.281,-0.0559,0.533,-0.2137,0.577
6.293,1.3589,0.3745,0.5657,1.519
6.341,0.658,0.294,1.3114,1.496
6.343,-0.4281,-0.5969,0.0687,0.738
6.345,-0.2506,0.0932,-0.7046,0.754
6.347,0.772,0.5994,0.5452,1.119
6.35,0.6722,1.1099,1.1569,1.738
6.352,0.1685,0.3839,-0.008,0.419
6.361,-0.7037,-0.8422,-0.263,1.129
6.372,-0.6332,-0.5512,-0.05,0.841
6.381,-0.1503,0.2675,-0.4007,0.505
6.392,0.5887,0.887,0.1224,1.072
6.424,-0.1316,-0.244,-0.2858,0.398
6.424,0.1316,-0.8186,0.466,0.951
6.424,-0.5068,-0.5617,-1.5032,1.683
6.431,-0.5967,0.1867,-0.4246,0.756
6.441,-0.0324,0.7402,-0.5036,0.896
6.454,-0.1367,-0.0041,0.4422,0.463
6.461,0.5969,-0.3747,0.0891,0.71
6.473,-0.0746,-0.5799,-0.8687,1.047
6.482,-0.3373,0.1412,-1.1895,1.244
6.497,0.0334,0.7564,-0.294,0.812
6.553,1.3315,0.2743,0.3561,1.405
6.555,0.3191,-0.1646,0.9306,0.997
6.556,-0.0918,0.2898,-1.3021,1.337
6.557,-0.262,0.3418,-0.2966,0.523
6.558,0.5154,0.7689,0.223,0.952
6.559,0.4171,-0.1445,0.1116,0.455
6.561,-0.5397,-0.4365,-0.5648,0.895
6.573,-0.5933,-0.7101,-1.319,1.611
6.581,-0.4599,-0.1524,-0.7994,0.935
6.598,0.5091,0.7482,-0.0476,0.906
6.633,0.1059,-0.2679,0.2517,0.383
6.635,-0.5828,-0.6929,-0.2008,0.927
6.636,-0.0342,-0.0171,-0.3026,0.305
6.637,0.2892,0.5985,0.6288,0.915
6.641,0.1134,0.9693,0.0362,0.977
6.653,0.2582,0.6775,0.156,0.742
6.662,0.8868,-0.049,0.4936,1.016
6.673,0.3127,-0.0369,0.0578,0.32
6.683,0.0077,0.3653,-0.3888,0.534
6.695,0.2225,0.5882,0.6264,0.888
6.749,0.3656,0.5531,-0.1565,0.681
6.752,-0.1503,-0.5091,-0.2368,0.581
6.753,0.3631,-0.3823,1.1315,1.248
6.753,0.1192,0.7688,-1.276,1.494
6.754,0.1332,0.6685,0.0648,0.685
6.756,-0.1028,0.2198,-0.8558,0.89
6.761,-0.0334,-0.5581,-0.9192,1.076
6.773,-0.5039,-0.8206,-0.6007,1.135
6.781,-0.0298,0.7352,-0.6582,0.987
6.792,0.4028,0.9471,-0.2188,1.052
6.834,0.6272,0.1891,0.2265,0.693
6.836,-0.2364,-1.0198,-0.293,1.087
6.837,-0.2828,-0.3006,-0.6904,0.804
6.838,0.0716,-0.0311,0.1667,0.184
6.841,0.3933,0.5596,0.4887,0.841
6.853,0.3213,-0.241,0.1547,0.43
6.861,0.2403,-0.4375,0.0421,0.501
6.874,0.4736,-0.5801,1.3074,1.507
6.882,0.5013,0.3931,0.6848,0.935
6.893,0.445,1.1588,-1.1756,1.71
6.911,0.0838,0.462,-0.6453,0.798
6.914,-0.5273,-0.4446,-0.6524,0.949
6.968,-0.2833,-0.1869,-1.0738,1.126
6.97,0.6544,0.4095,1.9441,2.092
6.972,-0.1766,0.6542,-1.257,1.428
6.973,-0.4318,-0.7988,-0.2609,0.945
6.974,-0.0484,-0.7239,-1.2653,1.459
6.976,0.0753,-0.8515,0.7339,1.127
6.993,-0.1084,0.2054,0.1209,0.262
6.995,0.0812,0.0608,0.2717,0.29
7.004,0.4703,0.4363,0.3555,0.733
7.012,-0.6131,-0.9146,0.0682,1.103
7.048,-0.6201,-0.8289,-0.4778,1.14
7.049,0.0307,0.1171,-0.497,0.511
7.049,0.5327,0.6918,0.1219,0.882
7.054,0.2298,0.6338,-0.2109,0.706
7.061,-0.1395,-0.2899,-0.9938,1.045
7.072,-0.7751,-0.6538,-0.7963,1.289
7.081,0.1453,-0.6483,0.1566,0.683
7.093,0.4198,0.694,0.7276,1.09
7.136,-0.1728,-0.0715,-0.5353,0.567
7.139,-0.5148,-0.8889,-1.1386,1.534
7.141,-0.992,-0.5679,-0.3079,1.184
7.143,-0.6164,-0.3816,-0.1127,0.734
7.143,0.1008,-0.6139,2.0122,2.106
7.155,-0.6326,-0.5927,-1.3278,1.586
7.161,-0.1742,-0.8381,0.4332,0.959
7.174,-0.6177,-0.5422,-0.5304,0.978
7.181,-0.1269,0.2707,1.4222,1.453
7.195,0.3545,0.2093,0.4898,0.64
7.201,-0.1107,-0.2737,0.4898,0.572
7.251,-0.0463,-0.4497,0.4982,0.673
7.251,-0.3616,-0.4682,-0.1517,0.611
7.252,0.1197,0.4858,-0.1445,0.521
7.253,0.9615,1.0366,0.496,1.498
7.253,-0.1237,-0.3233,0.7498,0.826
7.261,-0.3072,0.2319,-0.3552,0.524
7.272,-0.4374,-0.0999,-1.4505,1.518
7.281,-0.6898,-0.3717,-1.4206,1.622
7.295,0.2337,0.8086,-0.2222,0.871
7.302,0.8968,-0.1431,0.7618,1.185
7.334,-0.3482,-0.5005,-0.1971,0.641
7.336,-0.9941,-0.7322,-0.8112,1.477
7.338,-0.4072,0.4128,0.0066,0.58
7.341,0.0407,0.7352,0.0115,0.736
7.355,0.1615,-0.6849,1.0518,1.265
7.361,-0.5353,-0.4257,-1.6094,1.749
7.373,-0.886,-0.8506,-0.3882,1.288
7.381,-0.4809,0.0828,-0.5951,0.77
7.396,0.2464,1.1554,0.1629,1.193
7.402,0.6728,0.4208,0.6945,1.054
7.466,-0.5417,-0.3065,-0.3326,0.706
7.468,-0.5345,-0.5542,-0.2871,0.822
7.469,0.3999,0.63,0.3571,0.827
7.471,0.8517,1.0465,0.7666,1.552
7.473,0.6029,0.4167,0.4936,0.884
7.474,-0.3751,-0.4168,0.205,0.597
7.476,-0.1055,0.0192,0.9196,0.926
7.481,-0.294,0.3922,-1.0017,1.115
7.493,0.3229,0.8491,-0.2428,0.94
7.501,0.0708,0.3976,-0.5301,0.666
7.534,0.4243,-0.1409,0.5389,0.7
7.536,-0.4251,-0.167,0.054,0.46
7.537,-0.2949,0.7603,-0.1783,0.835
7.543,0.031,0.5458,0.1355,0.563
7.553,0.359,0.6604,0.2038,0.779
7.561,1.6296,0.1593,-0.0644,1.639
7.573,-0.0559,-0.0707,0.3125,0.325
7.581,0.7065,0.5102,-0.5771,1.045
7.593,0.0607,0.9219,0.0345,0.924
7.602,0.5316,0.6707,-0.3749,0.934
7.633,0.1449,-0.5721,-0.1319,0.605
7.636,0.0492,-0.0189,-1.4057,1.407
7.637,-0.0169,0.2922,-0.6109,0.677
7.642,0.1551,0.5481,-0.0411,0.571
7.652,0.1197,-0.0868,-0.1716,0.226
7.661,-0.7261,-0.6823,-0.6001,1.163
7.673,0.0447,-0.1824,-0.0794,0.204
7.681,0.2767,0.155,1.2482,1.288
7.696,0.0688,0.8907,-0.423,0.988
7.702,0.3131,0.6993,-0.229,0.8
7.757,-0.1347,-0.6968,0.026,0.71
7.759,0.0044,-0.3584,0.6222,0.718
7.76,0.6192,0.4119,0.3169,0.808
7.761,-0.0506,0.6809,0.3863,0.785
7.762,0.3187,-0.2216,-0.1906,0.432
7.764,0.4083,-0.3764,-0.6036,0.82
7.772,0.7081,-0.5706,0.5791,1.078
7.782,0.2509,0.5631,0.1683,0.639
7.793,0.3602,1.1665,0.2233,1.241
7.801,0.2408,0.7443,0.0115,0.782
7.816,0.7757,-0.288,0.1995,0.851
7.878,-0.0747,-0.2001,0.2749,0.348
7.88,0.1682,0.4962,-0.939,1.075
7.881,0.5685,0.5647,0.3874,0.89
7.882,0.476,-0.2433,0.4557,0.702
7.883,-0.4323,-0.8856,-0.1871,1.003
7.884,-0.5429,-0.9772,-0.5223,1.234
7.885,-0.5938,-0.6276,-0.5511,1.025
7.893,-0.1595,-0.4929,0.507,0.725
7.902,-0.3328,-0.6466,-0.7393,1.037
7.916,-0.4161,-0.927,-0.0906,1.02
7.954,-0.6636,-0.433,-0.3158,0.853
7.957,-0.2007,-0.3398,1.694,1.739
7.958,1.1826,0.2633,0.7542,1.427
7.958,0.2228,-0.3509,-0.0492,0.419
7.961,-0.9825,-0.5016,-0.2707,1.136
7.973,-0.1438,-0.3139,-1.414,1.456
7.984,1.0163,0.5946,-0.1451,1.186
7.992,0.5722,0.777,1.7055,1.96
8.001,0.1529,0.2416,-0.6444,0.705
8.012,-0.5185,-0.7429,-0.3655,0.977
8.059,-0.408,-0.6591,-0.1057,0.782
8.059,0.346,0.7341,0.2282,0.843
8.06,0.1824,0.5842,0.1887,0.64
8.061,0.2161,0.1417,0.0487,0.263
8.061,-0.153,-0.4283,-0.2314,0.51
8.074,-0.558,-0.2605,-0.0327,0.617
8.081,0.1547,0.3949,0.2546,0.495
8.1,0.1356,0.2056,0.1157,0.272
8.104,0.1464,-0.4295,-0.3092,0.549
8.148,0.2095,-0.4317,0.3073,0.57
8.15,-1.1273,-0.7631,-0.3021,1.394
8.153,-0.2145,0.4455,-0.6122,0.787
8.155,0.5891,0.4005,0.6735,0.98
8.157,0.2243,-0.1285,0.5874,0.642
8.163,-0.056,-0.1066,-1.5363,1.541
8.175,-0.9963,-0.5911,-0.9174,1.478
8.181,-0.4808,0.4148,-0.4134,0.758
8.195,0.1463,0.8572,-0.1823,0.888
8.202,0.2781,0.1648,1.4362,1.472
8.216,0.1863,-0.2015,-1.3566,1.384
8.273,-0.8126,-0.6266,0.1985,1.045
8.274,-0.4728,0.2173,-0.3474,0.626
8.274,0.3,0.6724,0.3434,0.812
8.275,-0.3113,-0.4272,0.1723,0.556
8.275,-0.747,-0.4781,-1.0475,1.373
8.276,-0.6303,-0.2166,-0.8571,1.086
8.281,-0.0747,0.2192,-0.3818,0.447
8.292,0.5751,0.6673,-0.1303,0.891
8.301,0.6496,0.8707,0.6814,1.282
8.314,-0.1094,-0.3713,0.4527,0.596
8.364,0.1194,0.2004,0.2816,0.366
8.367,0.6975,0.4642,0.4791,0.965
8.368,0.6831,0.9562,0.7449,1.391
8.368,1.4805,0.3854,0.0338,1.53
8.369,-0.0541,-0.1117,-0.1937,0.23
8.375,0.2257,0.432,-1.4855,1.563
8.381,-0.2516,-0.1968,-1.1227,1.167
8.394,-0.7154,0.3146,0.011,0.782
8.401,0.0071,-0.2557,-1.4638,1.486
8.414,0.4059,-0.4635,1.1064,1.266
8.469,-0.236,-0.4037,-1.8649,1.923
8.472,-0.0866,0.6954,0.2708,0.751
8.473,-0.2465,0.7361,-0.6162,0.991
8.474,0.3872,-0.2673,0.7856,0.916
8.476,-0.5144,-0.6976,-0.2774,0.91
8.478,-0.6013,-0.3359,-0.5922,0.908
8.482,-0.2656,-0.2146,-0.3408,0.482
8.495,0.6185,0.4365,0.1213,0.767
8.5,0.391,-0.0503,-0.5539,0.68
8.538,-0.2596,-0.4865,-0.36,0.659
8.539,0.048,-0.0654,0.0758,0.111
8.539,0.1905,0.5416,0.4157,0.709
8.541,0.0776,0.697,0.1308,0.713
8.552,0.7066,0.5213,-0.1828,0.897
8.562,0.9356,-0.2742,0.0423,0.976
8.579,0.6367,-0.1237,1.3962,1.54
8.585,-0.3857,0.5006,0.387,0.741
8.598,-0.2442,0.5431,0.3547,0.693
8.602,-0.0526,0.1569,0.0794,0.184
8.617,-0.553,-0.8008,0.2243,0.999
8.623,0.4818,-1.3208,1.7399,2.237
8.671,-0.3004,-0.0037,-1.1321,1.171
8.674,0.086,0.3915,1.2908,1.352
8.675,-0.6234,-0.842,-0.846,1.347
8.676,-0.7566,-0.9664,0.3402,1.274
8.677,-0.4494,-0.8184,-0.3614,1.001
8.681,0.1509,0.4561,0.1126,0.493
8.692,0.5059,0.6319,0.4142,0.909
8.701,0.4287,0.1553,-0.0335,0.457
8.716,0.1625,-0.4715,-0.146,0.52
8.721,-0.5374,-0.3179,-0.5208,0.813
8.764,0.272,0.5182,0.7828,0.977
8.767,-0.3086,0.4026,-0.3221,0.601
8.768,-0.1476,-0.0682,-0.498,0.524
8.77,0.0627,-0.8345,-0.3807,0.919
8.774,0.0263,-0.4111,-0.2646,0.49
8.782,0.9546,0.278,1.6507,1.927
8.798,-0.264,0.4676,-1.0596,1.188
8.863,-0.1491,0.143,0.049,0.212
8.865,-0.3743,-0.3009,-0.279,0.555
8.866,-0.8279,-0.2309,0.055,0.861
8.867,0.2652,-0.1146,1.8458,1.868
8.868,0.1125,0.6141,-0.9291,1.119
8.869,-0.5455,-0.467,0.6009,0.936
8.871,0.1629,-0.3026,-0.5974,0.689
8.874,-0.0242,-0.0119,0.1221,0.125
8.882,0.5961,0.6272,0.9911,1.316
8.898,0.1355,0.5045,0.3028,0.604
8.901,-0.1271,-0.1312,0.7014,0.725
8.948,-0.137,-0.7521,0.2693,0.811
8.949,-0.3479,-0.2165,0.4309,0.595
8.949,0.1034,0.4205,-0.3352,0.548
8.949,0.5012,0.5366,0.1137,0.743
8.951,-0.2909,-0.0392,0.96,1.004
8.962,-0.6871,-0.9462,-1.8029,2.149
8.98,-0.9868,-0.5589,-1.0451,1.542
9,-0.4259,0.153,-0.5016,0.676
9.004,-0.4186,0.156,-0.5016,0.672
9.008,-0.1078,-0.4848,1.1457,1.249
9.012,-0.8505,-0.6035,-0.5351,1.172
9.021,-0.6913,-0.8515,-0.5146,1.212
9.032,-0.3327,0.1641,-0.11,0.387
9.084,1.1887,0.9219,0.7364,1.675
9.085,0.448,0.0683,0.4455,0.635
9.085,-0.1854,-0.6855,-0.6774,0.981
9.086,0.1824,0.0624,-0.6977,0.724
9.086,0.2496,0.3661,-0.25,0.509
9.095,0.9153,0.562,0.728,1.298
9.101,-0.262,-0.0954,-0.5422,0.61
9.118,-0.3397,-0.833,-0.5458,1.052
9.121,-0.0593,-0.8076,-0.055,0.812
9.163,0.1194,0.3358,-0.0239,0.357
9.166,0.3828,0.8624,0.6249,1.132
9.168,0.2783,0.1905,0.3484,0.485
9.168,0.5467,-0.4247,1.5849,1.73
9.173,-0.4674,-0.3921,-2.028,2.118
9.181,-0.9398,-0.2968,-1.4198,1.728
9.2,-0.9383,-0.2949,-1.4198,1.727
9.202,-0.047,-0.3709,0.1017,0.387
9.268,0.1973,-0.5952,0.3219,0.705
9.27,-0.3527,-0.5178,-1.3121,1.454
9.272,-0.7824,-0.3894,-0.8022,1.186
9.274,0.4328,0.9264,-0.2886,1.062
9.276,1.3058,0.0885,0.5722,1.428
9.279,-0.3167,-0.4573,0.2967,0.63
9.28,-0.6275,-0.0524,-0.4228,0.758
9.281,-0.4407,0.2686,-0.6262,0.812
9.296,0.6206,0.9143,0.0693,1.107
9.301,0.7425,0.1643,0.3075,0.82
9.339,-0.39,-0.2692,-0.3258,0.575
9.342,-0.2127,-0.6457,-0.7124,0.985
9.344,0.3315,0.6901,0.0968,0.772
9.346,0.5317,0.707,0.098,0.89
9.352,-0.1418,-0.066,0.2141,0.265
9.362,-0.5209,-0.4713,-0.7005,0.992
9.372,-0.1664,-0.8882,-0.2156,0.929
9.382,-0.3381,0.379,-0.3318,0.607
9.403,0.1492,0.1605,0.25,0.332
9.409,0.0924,0.2647,-0.4311,0.514
9.469,-0.4592,-0.5079,0.5541,0.881
9.471,0.6759,-0.0487,0.049,0.679
9.472,0.3681,0.7871,0.1208,0.877
9.474,-0.0087,0.9563,0.28,0.996
9.476,0.3148,1.03,-0.7591,1.318
9.477,0.7454,-0.1223,-0.6944,1.026
9.479,0.371,0.3763,1.0594,1.184
9.483,0.4432,1.0037,-1.111,1.562
9.499,-0.2781,0.5399,0.1364,0.622
9.503,0.2355,0.6214,-0.1663,0.685
9.52,0.0417,-0.5019,-0.177,0.534
9.523,-0.0878,-0.2244,-0.8341,0.868
9.585,0.0002,0.0397,-0.9382,0.939
9.586,-0.002,0.668,-0.4617,0.812
9.587,0.3528,0.0673,0.0256,0.36
9.587,-0.2906,-0.8112,-0.0534,0.863
9.588,-0.3092,-0.4151,-0.7525,0.913
9.588,0.3673,0.2747,0.2866,0.541
9.595,0.3667,0.2745,0.2866,0.54
9.601,0.0785,0.0186,-0.1803,0.197
9.622,-0.1583,-0.3605,-0.7345,0.833
9.626,0.3945,-0.704,1.3293,1.555
9.672,0.4875,0.3972,0.4733,0.787
9.674,0.3869,0.6786,-0.6257,1.001
9.675,0.1056,0.1428,0.3979,0.436
9.676,-0.3018,-0.6627,-0.3647,0.814
9.678,-0.0615,-0.3525,-0.4928,0.609
9.683,0.6039,0.5582,1.0071,1.3
9.694,0.5011,0.0521,0.3152,0.594
9.7,0.1508,0.6184,-0.0463,0.638
9.717,-0.4774,-0.4959,-0.8723,1.111
9.721,-0.341,-0.8305,-0.0834,0.902
9.779,-0.5808,-0.3169,-0.7562,1.005
9.781,0.102,0.6137,-0.0524,0.624
9.782,0.2825,-0.1531,-0.5647,0.65
9.783,-0.2561,-0.8712,0.1164,0.916
9.783,-0.71,-0.5846,-0.4127,1.008
9.784,-0.1301,0.0306,-0.4356,0.456
9.797,0.5794,0.4455,0.0732,0.735
9.801,0.0207,-0.2871,0.2527,0.383
9.82,0.0593,-0.5737,-0.2106,0.614
9.822,-0.6086,-0.6274,-0.401,0.962
9.876,0.8185,-0.2033,0.8583,1.203
9.879,0.1387,0.3189,0.8091,0.881
9.881,0.4495,0.3106,-0.1007,0.556
9.884,-0.5144,-0.8192,-0.6634,1.173
9.886,-0.5195,-0.0625,-0.6718,0.852
9.888,-0.8109,-0.126,-0.4635,0.942
9.895,0.5913,0.6045,1.9414,2.118
9.902,-0.165,-0.1504,-2.0401,2.052
9.922,-1.0334,-1.2907,0.5875,1.755
9.924,-0.4112,-0.5881,-1.1878,1.388
9.983,0.0584,0.1231,0.5216,0.539
9.983,0.3415,0.544,0.1062,0.651
9.984,0.2154,0.0138,0.3552,0.416
9.984,0.0611,-0.4053,0.3827,0.561
9.985,-0.3849,-0.7008,-0.0949,0.805
9.998,0.6647,0.8129,0.0523,1.051
10,0.6346,0.5213,0.2893,0.871
10.002,0.0392,-0.3678,0.5981,0.703
10.018,-0.3959,-0.5039,-1.0766,1.253
10.021,-0.5855,-0.7166,-0.5583,1.081
10.079,-0.4476,0.3159,-0.4877,0.733
10.081,0.6287,0.7334,-0.0041,0.966
10.082,0.0949,-0.4508,0.5287,0.701
10.083,-0.177,0.0969,-0.1441,0.248
10.084,-0.7921,-0.803,-1.2335,1.671
10.085,-0.5929,0.3961,-0.5619,0.908
10.093,0.3058,0.7518,-0.1728,0.83
10.102,-0.1346,-0.6345,1.6828,1.803
10.113,-0.1889,-0.6433,-1.6679,1.798
10.128,-0.8146,-0.8156,-0.0913,1.156
10.133,-0.6274,-0.1626,-0.5641,0.859
10.142,-0.2563,0.4949,0.3469,0.657
10.193,0.2926,-0.2247,0.1447,0.396
10.196,-0.5474,-0.7541,-0.5077,1.061
10.197,-0.3813,-0.1744,-0.5208,0.669
10.198,0.0419,0.5337,-0.3962,0.666
10.198,0.5318,1.0965,0.0504,1.22
10.202,0.5665,0.7626,0.5688,1.107
10.212,0.095,-0.0771,0.1702,0.21
10.221,-0.3139,0.0085,0.2168,0.382
10.238,0.0421,0.6036,-0.3326,0.69
10.243,0.1956,0.6819,-0.1578,0.727
10.307,0.3399,0.5313,-0.0548,0.633
10.309,0.344,-0.8741,1.28,1.588
10.311,-0.6762,-0.3255,-1.0568,1.296
10.312,-0.9283,0.3418,-0.7252,1.227
10.314,-0.3403,0.6116,0.3104,0.766
10.316,-0.032,0.28,0.4111,0.498
10.318,0.0946,-0.7965,0.7547,1.101
10.324,-0.1303,-0.5636,-1.1175,1.258
10.339,-0.1815,0.0717,-0.0952,0.217
10.342,0.2029,1.0063,-0.4267,1.112
10.387,0.2725,0.9533,-0.3548,1.053
10.389,0.3892,-0.4682,0.3204,0.688
10.39,-0.3333,0.0764,-1.1485,1.198
10.392,-0.052,0.1789,-0.5319,0.564
10.394,0.5244,0.743,-0.1799,0.927
10.402,0.2485,-0.2726,-0.2278,0.434
10.417,-0.3287,-0.4944,-0.3403,0.684
10.421,0.0193,0.1132,-0.2937,0.315
10.469,0.1879,-0.0252,1.7271,1.737
10.471,-0.2773,0.1982,-1.0143,1.07
10.472,0.1944,-0.1858,-0.624,0.68
10.474,-0.1339,-0.1789,-0.9054,0.933
10.476,0.497,-0.7092,-0.0854,0.87
10.482,-0.0431,0.2075,1.0937,1.114
10.496,-0.3181,0.5557,0.1169,0.651
10.51,0.1657,-0.1272,-0.411,0.461
10.514,0.4727,-0.3669,-0.3392,0.688
10.522,1.0074,-0.5007,-0.4661,1.218
10.579,0.8033,0.4892,0.677,1.159
10.582,0.7682,1.0382,-0.063,1.293
10.583,0.057,0.1871,-0.949,0.969
10.583,0.177,-0.5254,-0.6007,0.817
10.584,-0.0749,-0.7434,-0.1793,0.768
10.585,0.0046,0.1136,-1.3478,1.353
10.598,0.0006,0.1139,-1.3479,1.353
10.601,0.4122,-0.0076,-0.2514,0.483
10.62,-0.3352,-0.5566,-0.4358,0.782
10.623,-0.6679,-0.4197,-0.637,1.014
10.678,-0.1224,-0.5403,-0.8656,1.028
10.681,0.2284,-0.0477,0.9,0.93
10.682,-0.6737,-0.5196,-0.6263,1.056
10.682,-0.1786,-1.0195,-1.0836,1.499
10.683,-0.4055,-0.5349,0.0643,0.674
10.684,0.3808,0.3508,0.6305,0.816
10.694,0.8357,0.2553,0.6795,1.107
10.701,-0.2335,-0.1223,-0.0304,0.265
10.723,-0.2076,-0.6065,-0.7079,0.955
10.726,-0.3804,-0.2956,-0.35,0.595
10.776,0.8847,0.3894,1.2792,1.603
10.778,0.0786,0.2624,0.6698,0.724
10.78,0.2825,0.3349,1.0218,1.112
10.781,0.2287,-0.1749,-0.064,0.295
10.782,0.1841,0.2277,1.0888,1.127
10.783,0.665,0.8358,1.3006,1.683
10.792,0.6114,0.8158,-0.0581,1.021
10.805,0.1368,-0.0549,0.2399,0.282
10.855,-0.0896,-0.398,-0.1515,0.435
10.857,-0.4484,-0.1713,-0.4317,0.646
10.858,-0.3158,0.2115,-0.5382,0.659
10.858,0.2938,0.2275,-0.3203,0.491
10.859,0.5957,-0.1212,0.0268,0.608
10.864,0.0291,-0.4815,0.0532,0.485
10.872,-0.975,-0.5349,-0.288,1.149
10.883,-0.0584,0.5106,-0.1324,0.531
10.892,0.001,0.2569,1.7949,1.813
10.908,0.8765,0.2158,0.6696,1.124
10.914,-0.0481,-0.6483,-0.9441,1.146
10.979,-0.7963,-0.7804,-1.1488,1.601
10.98,-0.3484,0.527,-0.3635,0.729
10.98,0.2276,0.9562,-0.3802,1.054
10.981,0.6041,0.3258,1.2107,1.392
10.981,0.0732,0.4411,-0.5298,0.693
10.982,-0.1692,-0.3169,-0.3144,0.477
10.998,-0.1258,0.358,-0.7537,0.844
11.002,0.3688,0.8622,0.0436,0.939
11.007,-0.1054,-0.1465,0.507,0.538
11.018,-0.502,-0.7392,-0.9894,1.333
11.023,-0.5962,-0.5463,-0.4507,0.926
11.037,-0.1966,0.1762,0.2233,0.346
11.042,0.5624,0.5625,0.6196,1.008
11.109,-0.45,-0.3649,-0.4064,0.708
11.113,0.2722,-0.657,-0.3034,0.773
11.114,-0.54,-0.72,-0.9055,1.277
11.116,-0.7754,0.1907,-0.4483,0.916
11.119,0.086,0.9266,-0.1071,0.937
11.122,0.7501,-0.2881,1.0565,1.327
11.123,0.0842,-0.3527,-0.149,0.392
11.124,0.1979,0.0888,-1.1354,1.156
11.134,-0.3734,0.5634,-0.4099,0.79
11.141,-0.7828,0.3848,-0.5069,1.009
11.155,0.3685,-0.0747,-0.6529,0.753
11.161,-0.0534,-0.2128,0.9237,0.949
11.219,-0.0428,-0.0174,-1.6943,1.695
11.221,-0.6318,-0.3561,-0.6193,0.954
11.222,-0.3525,0.7618,-0.4385,0.947
11.223,0.2307,-0.2309,0.4043,0.52
11.223,-0.4895,-0.6333,-0.6611,1.038
11.224,-0.5318,-0.2403,-1.772,1.866
11.232,-0.2456,0.0018,-0.5054,0.562
11.241,0.3349,0.5348,0.0729,0.635
11.255,-0.0052,-0.1542,-0.3724,0.403
11.262,0.3178,-0.1164,0.0262,0.339
11.331,0.049,-0.4294,0.116,0.447
11.333,0.6205,0.8206,0.6655,1.225
11.334,0.7426,1.1166,1.2604,1.84
11.336,0.6901,0.2803,0.189,0.768
11.337,0.5285,-0.6226,2.1331,2.284
11.338,-0.1781,-0.0561,-0.0325,0.19
11.339,0.3928,0.7112,-0.5414,0.976
11.342,0.3878,0.7063,-0.5414,0.971
11.353,-0.6721,-0.035,-0.1523,0.69
11.362,-0.8924,-0.7067,-0.6515,1.312
11.378,-0.3614,-1.1578,1.4638,1.901
11.383,-0.0387,0.316,-2.0426,2.067
11.393,0.0292,0.5105,1.1237,1.235
11.438,0.2728,0.4884,-0.9628,1.114
11.44,-0.1438,-0.5429,0.6952,0.894
11.441,-0.637,-0.4339,-0.3223,0.835
11.442,0.115,0.3289,0.5611,0.661
11.443,0.3096,0.7459,0.6629,1.045
11.453,0.5231,0.1285,0.2248,0.584
11.462,0.2136,-0.4459,-0.3558,0.609
11.474,0.2829,0.0266,-0.3798,0.474
